bs_id,latitude,longitude,total_duration(s),unique_users,lambda
BS_1608,31.227795,121.254172,3298140,159,0.208595
BS_1609,31.227864,121.638217,757140,4,0.047886
BS_1610,31.227908,121.451169,1898760,3,0.120090
BS_1611,31.227933,121.453610,10558500,586,0.667786
BS_1612,31.228014,121.477667,6812940,490,0.430893
BS_1613,31.228017,121.444777,7951020,184,0.502873
BS_1614,31.228047,121.425893,2304840,355,0.145773
BS_1615,31.228175,121.432303,29160,2,0.001844
BS_1616,31.228282,121.556676,185220,32,0.011714
BS_1617,31.228542,121.538488,188820,18,0.011942
BS_1618,31.228627,121.480756,448740,25,0.028381
BS_1619,31.228634,121.536498,87120,11,0.005510
BS_1620,31.228726,121.482748,7501080,316,0.474416
BS_1621,31.228755,121.523626,13292040,344,0.840672
BS_1622,31.228847,121.338653,12409560,206,0.784859
BS_1623,31.228852,121.541643,8359740,310,0.528723
BS_1624,31.228895,121.463570,149880,4,0.009479
BS_1625,31.228906,121.451142,461760,8,0.029205
BS_1626,31.228927,121.486896,4071660,268,0.257517
BS_1627,31.228956,121.481687,140220,21,0.008868
BS_1628,31.228956,121.535003,668400,13,0.042274
BS_1629,31.229030,121.390900,603720,3,0.038183
BS_1630,31.229057,121.452254,1175040,98,0.074317
BS_1631,31.229071,121.452449,3127020,475,0.197772
BS_1632,31.229094,121.480266,436920,64,0.027634
BS_1633,31.229148,121.495962,113280,17,0.007165
BS_1634,31.229151,121.484838,93720,2,0.005927
BS_1635,31.229191,121.453189,189300,20,0.011973
BS_1636,31.229203,121.449776,442740,29,0.028002
BS_1637,31.229334,121.368291,10736100,289,0.679019
BS_1638,31.229645,121.481533,352260,7,0.022279
BS_1639,31.229780,121.540987,109560,9,0.006929
BS_1640,31.229818,121.462466,8340,1,0.000527
BS_1641,31.229886,121.536598,30120,6,0.001905
BS_1642,31.229963,121.425098,10740,1,0.000679
BS_1643,31.229998,121.538807,22860,4,0.001446
BS_1644,31.230109,121.434393,12481320,313,0.789397
BS_1645,31.230201,121.308739,3330780,63,0.210660
BS_1646,31.230223,121.642123,11520,2,0.000729
BS_1647,31.230272,121.557714,7140,4,0.000452
BS_1648,31.230277,121.448573,3532560,294,0.223421
BS_1649,31.230287,121.557116,19597740,664,1.239485
BS_1650,31.230363,121.505600,2178720,158,0.137796
BS_1651,31.230395,121.465990,11790540,483,0.745708
BS_1652,31.230405,121.534439,34500,10,0.002182
BS_1653,31.230406,121.482326,291780,10,0.018454
BS_1654,31.230429,121.468099,259140,6,0.016390
BS_1655,31.230519,121.520449,32940,3,0.002083
BS_1656,31.230665,121.449046,48660,1,0.003078
BS_1657,31.230671,121.552848,170700,25,0.010796
BS_1658,31.230748,121.485488,2311320,30,0.146182
BS_1659,31.230933,121.347295,15200880,195,0.961400
BS_1660,31.230950,121.537305,544860,8,0.034460
BS_1661,31.230981,121.542285,50040,3,0.003165
BS_1662,31.231035,121.555602,731580,5,0.046270
BS_1663,31.231068,121.402100,4125420,34,0.260918
BS_1664,31.231119,121.484436,101520,17,0.006421
BS_1665,31.231121,121.453557,43620,3,0.002759
BS_1666,31.231316,121.542420,153840,6,0.009730
BS_1667,31.231328,121.487479,463680,31,0.029326
BS_1668,31.231339,121.543694,55080,6,0.003484
BS_1669,31.231369,121.403139,86760,16,0.005487
BS_1670,31.231401,121.497622,168300,44,0.010644
BS_1671,31.231468,121.537215,3375720,165,0.213502
BS_1672,31.231508,121.577691,13646700,351,0.863103
BS_1673,31.231585,121.517218,5842740,110,0.369532
BS_1674,31.231663,121.428471,2125740,109,0.134445
BS_1675,31.231687,121.325760,10140540,551,0.641352
BS_1676,31.231700,121.546506,11177220,194,0.706918
BS_1677,31.231701,121.454022,46440,7,0.002937
BS_1678,31.231749,121.486203,228240,19,0.014435
BS_1679,31.231815,121.464062,1427520,12,0.090285
BS_1680,31.232002,121.359292,1842840,247,0.116553
BS_1681,31.232095,121.205830,7260000,133,0.459168
BS_1682,31.232268,121.541982,258360,19,0.016340
BS_1683,31.232395,121.564673,337440,33,0.021342
BS_1684,31.232407,121.652986,3917100,114,0.247742
BS_1685,31.232518,121.465177,5118300,406,0.323714
BS_1686,31.232527,121.530359,267300,26,0.016906
BS_1687,31.232548,121.478971,2719080,453,0.171972
BS_1688,31.232639,121.705254,16517700,47,1.044684
BS_1689,31.232710,121.455345,7131240,430,0.451025
BS_1690,31.232729,121.566935,21059580,390,1.331941
BS_1691,31.232820,121.468049,14220,4,0.000899
BS_1692,31.232853,121.486408,295800,41,0.018708
BS_1693,31.232857,121.475333,12783660,559,0.808519
BS_1694,31.232877,121.487530,6767220,534,0.428002
BS_1695,31.232893,121.380242,5320200,263,0.336483
BS_1696,31.232971,121.478820,25680,4,0.001624
BS_1697,31.233010,121.442524,3876420,262,0.245169
BS_1698,31.233010,121.556388,201480,7,0.012743
BS_1699,31.233011,121.523809,169020,33,0.010690
BS_1700,31.233051,121.455285,2182260,10,0.138020
BS_1701,31.233059,121.458379,344580,28,0.021793
BS_1702,31.233096,121.453321,80280,5,0.005077
BS_1703,31.233107,121.417598,513060,2,0.032449
BS_1704,31.233112,121.442667,436260,18,0.027592
BS_1705,31.233151,121.530498,606240,52,0.038342
BS_1706,31.233185,121.481944,161580,28,0.010219
BS_1707,31.233201,121.469528,13983360,422,0.884396
BS_1708,31.233248,121.479537,648000,10,0.040984
BS_1709,31.233410,121.483804,5880,3,0.000372
BS_1710,31.233431,121.471698,18420,6,0.001165
BS_1711,31.233452,121.480931,487500,63,0.030833
BS_1712,31.233516,121.491431,4604460,353,0.291215
BS_1713,31.233617,121.523688,1073820,126,0.067915
BS_1714,31.233629,121.532011,4415700,354,0.279277
BS_1715,31.233644,121.525549,191280,34,0.012098
BS_1716,31.233645,121.530180,181740,19,0.011494
BS_1717,31.233659,121.565806,273360,37,0.017289
BS_1718,31.233674,121.498294,11855040,690,0.749787
BS_1719,31.233679,121.494765,103860,30,0.006569
BS_1720,31.233708,121.454373,708720,9,0.044824
BS_1721,31.233733,121.496190,90600,9,0.005730
BS_1722,31.233761,121.670586,8244300,218,0.521422
BS_1723,31.233973,121.416410,11599680,497,0.733637
BS_1724,31.233983,121.455055,181740,10,0.011494
BS_1725,31.233984,121.524823,69300,13,0.004383
BS_1726,31.234004,121.276012,11964060,102,0.756683
BS_1727,31.234093,121.475011,68580,5,0.004337
BS_1728,31.234105,121.340440,48900,9,0.003093
BS_1729,31.234168,121.473173,666180,23,0.042133
BS_1730,31.234221,121.462296,304440,38,0.019255
BS_1731,31.234225,121.525481,340260,30,0.021520
BS_1732,31.234230,121.119889,2792280,35,0.176601
BS_1733,31.234230,121.436418,157680,16,0.009973
BS_1734,31.234238,121.521932,162960,16,0.010307
BS_1735,31.234259,121.525720,15728340,639,0.994759
BS_1736,31.234382,121.531106,855000,5,0.054076
BS_1737,31.234496,121.521516,2345820,10,0.148364
BS_1738,31.234499,121.463079,2042040,336,0.129151
BS_1739,31.234528,121.528657,59580,7,0.003768
BS_1740,31.234545,121.743402,589860,7,0.037306
BS_1741,31.234688,121.502656,85500,33,0.005408
BS_1742,31.234709,121.436318,303000,14,0.019164
BS_1743,31.234737,121.513936,194640,7,0.012310
BS_1744,31.234750,121.523857,377700,17,0.023888
BS_1745,31.234780,121.516680,14220,2,0.000899
BS_1746,31.234787,121.498324,203340,18,0.012861
BS_1747,31.234796,121.533464,4632900,531,0.293014
BS_1748,31.234835,121.527767,74220,10,0.004694
BS_1749,31.234845,121.530708,97920,10,0.006193
BS_1750,31.234867,121.463250,1391220,54,0.087990
BS_1751,31.234885,121.529933,174300,19,0.011024
BS_1752,31.234888,121.447606,54180,8,0.003427
BS_1753,31.234916,121.447878,15000,4,0.000949
BS_1754,31.235043,121.523389,175380,26,0.011092
BS_1755,31.235072,121.518805,8689920,270,0.549605
BS_1756,31.235154,121.533056,796260,164,0.050361
BS_1757,31.235177,121.451385,2206740,162,0.139568
BS_1758,31.235220,121.498835,85500,4,0.005408
BS_1759,31.235247,121.383101,6222120,269,0.393526
BS_1760,31.235252,121.415863,25800,3,0.001632
BS_1761,31.235309,121.529189,79260,8,0.005013
BS_1762,31.235341,121.477273,134580,15,0.008512
BS_1763,31.235370,121.522706,757920,28,0.047936
BS_1764,31.235414,121.461313,5580,2,0.000353
BS_1765,31.235419,121.486195,25980,4,0.001643
BS_1766,31.235430,121.447652,8392020,148,0.530764
BS_1767,31.235453,121.653548,8621700,261,0.545291
BS_1768,31.235454,121.172523,3580620,77,0.226461
BS_1769,31.235461,121.498056,12400860,109,0.784309
BS_1770,31.235500,121.417315,14508180,637,0.917589
BS_1771,31.235501,121.402602,42180,6,0.002668
BS_1772,31.235508,121.479001,37860,8,0.002395
BS_1773,31.235554,121.479641,104940,7,0.006637
BS_1774,31.235631,121.567852,20400,5,0.001290
BS_1775,31.235682,121.487831,3242040,366,0.205047
BS_1776,31.235847,121.536101,5349060,243,0.338308
BS_1777,31.235908,121.570670,300240,22,0.018989
BS_1778,31.235929,121.449652,29449080,271,1.862546
BS_1779,31.235930,121.220028,11210520,102,0.709024
BS_1780,31.235982,121.466191,584400,24,0.036961
BS_1781,31.236009,121.478941,8584800,971,0.542957
BS_1782,31.236055,121.434759,772260,50,0.048843
BS_1783,31.236104,121.375177,9988260,181,0.631721
BS_1784,31.236138,121.463199,6341940,378,0.401104
BS_1785,31.236173,121.466734,511320,29,0.032339
BS_1786,31.236177,121.493181,2432460,346,0.153844
BS_1787,31.236197,121.485283,1015980,9,0.064257
BS_1788,31.236260,121.493692,19260,1,0.001218
BS_1789,31.236337,121.490883,154320,5,0.009760
BS_1790,31.236339,121.525760,31740,4,0.002007
BS_1791,31.236369,121.476308,126780,15,0.008018
BS_1792,31.236381,121.484201,3988260,401,0.252243
BS_1793,31.236405,121.432864,13179180,268,0.833534
BS_1794,31.236431,121.460781,6120,3,0.000387
BS_1795,31.236531,121.491325,188760,2,0.011938
BS_1796,31.236576,121.465894,107340,10,0.006789
BS_1797,31.236599,121.469857,16740,3,0.001059
BS_1798,31.236693,121.467316,72480,9,0.004584
BS_1799,31.236720,121.488128,29580,3,0.001871
BS_1800,31.236728,121.424070,2608200,181,0.164959
BS_1801,31.236742,121.385193,164700,30,0.010417
BS_1802,31.236743,121.360860,1878240,4,0.118792
BS_1803,31.236828,121.514196,1468560,243,0.092881
BS_1804,31.236842,121.433815,86700,15,0.005483
BS_1805,31.236856,121.405540,15557820,273,0.983975
BS_1806,31.236862,121.355595,3262200,252,0.206322
BS_1807,31.236897,121.363985,82320,2,0.005206
BS_1808,31.236926,121.454604,847740,3,0.053616
BS_1809,31.236935,121.106513,9571980,77,0.605392
BS_1810,31.236937,121.526845,2040,1,0.000129
BS_1811,31.236991,121.441554,3264180,179,0.206447
BS_1812,31.237022,121.546184,9059220,265,0.572962
BS_1813,31.237221,121.467334,396240,47,0.025061
BS_1814,31.237435,121.455917,978540,157,0.061889
BS_1815,31.237466,121.397878,9120,1,0.000577
BS_1816,31.237479,121.462941,4020,2,0.000254
BS_1817,31.237544,121.490371,16020,5,0.001013
BS_1818,31.237596,121.488614,267960,11,0.016947
BS_1819,31.237635,121.476519,557640,24,0.035269
BS_1820,31.237667,121.434224,31980,7,0.002023
BS_1821,31.237696,121.382534,355380,7,0.022476
BS_1822,31.237789,121.461058,234660,8,0.014841
BS_1823,31.237808,121.488092,12240,2,0.000774
BS_1824,31.237830,121.491395,13260,3,0.000839
BS_1825,31.237870,121.543207,470340,90,0.029747
BS_1826,31.237872,121.470259,7978140,423,0.504588
BS_1827,31.237926,121.465940,1065300,8,0.067376
BS_1828,31.237944,121.693732,3490140,61,0.220738
BS_1829,31.237955,121.493402,33660,4,0.002129
BS_1830,31.237961,121.477253,915480,18,0.057901
BS_1831,31.238110,121.493447,66840,8,0.004227
BS_1832,31.238199,121.484427,370980,4,0.023463
BS_1833,31.238275,121.393667,265380,3,0.016784
BS_1834,31.238385,121.521449,268260,22,0.016966
BS_1835,31.238392,121.428006,747240,3,0.047260
BS_1836,31.238453,121.377045,9720,4,0.000615
BS_1837,31.238517,121.429012,377940,13,0.023903
BS_1838,31.238561,121.455041,5957220,138,0.376772
BS_1839,31.238579,121.496650,67260,8,0.004254
BS_1840,31.238593,121.450062,2866260,155,0.181280
BS_1841,31.238616,121.477514,135480,33,0.008569
BS_1842,31.238742,121.530031,1597080,230,0.101009
BS_1843,31.238774,121.496149,1191720,21,0.075372
BS_1844,31.238801,121.386263,279180,33,0.017657
BS_1845,31.238815,121.559352,2671500,133,0.168963
BS_1846,31.238839,121.438593,590700,7,0.037360
BS_1847,31.238943,121.498554,115140,20,0.007282
BS_1848,31.239025,121.551622,7258620,215,0.459081
BS_1849,31.239090,121.474138,1982700,40,0.125398
BS_1850,31.239094,121.519821,145920,19,0.009229
BS_1851,31.239149,121.488022,216480,44,0.013692
BS_1852,31.239230,121.483027,19560,2,0.001237
BS_1853,31.239319,121.265377,5266020,95,0.333056
BS_1854,31.239360,121.488752,4198080,297,0.265513
BS_1855,31.239436,121.326228,26880,5,0.001700
BS_1856,31.239437,121.470556,541800,5,0.034267
BS_1857,31.239454,121.460570,3459540,286,0.218803
BS_1858,31.239474,121.495166,545280,19,0.034487
BS_1859,31.239492,121.486003,127320,5,0.008053
BS_1860,31.239575,121.507490,52500,8,0.003320
BS_1861,31.239604,121.543386,91800,17,0.005806
BS_1862,31.239615,121.489026,659040,126,0.041682
BS_1863,31.239655,121.478097,9637380,761,0.609529
BS_1864,31.239692,121.380057,69240,6,0.004379
BS_1865,31.239726,121.139516,11120520,32,0.703332
BS_1866,31.239726,121.510008,1711500,7,0.108246
BS_1867,31.239743,121.512257,75600,6,0.004781
BS_1868,31.239760,121.482648,117420,2,0.007426
BS_1869,31.239763,121.540092,3828600,14,0.242145
BS_1870,31.239804,121.545118,157380,6,0.009954
BS_1871,31.239836,121.497502,83220,12,0.005263
BS_1872,31.239862,121.490491,220740,7,0.013961
BS_1873,31.239924,121.495466,536100,12,0.033906
BS_1874,31.240013,121.487148,31620,2,0.002000
BS_1875,31.240180,121.506063,793020,7,0.050156
BS_1876,31.240285,121.546323,59280,3,0.003749
BS_1877,31.240405,121.569186,380280,57,0.024051
BS_1878,31.240412,121.147662,7342800,48,0.464405
BS_1879,31.240412,121.457230,1988340,120,0.125755
BS_1880,31.240453,121.511773,3288420,35,0.207980
BS_1881,31.240478,121.526884,18046680,460,1.141386
BS_1882,31.240561,121.459431,164700,7,0.010417
BS_1883,31.240587,121.402322,2303760,154,0.145704
BS_1884,31.240588,121.379145,69660,4,0.004406
BS_1885,31.240601,121.442307,17567820,172,1.111100
BS_1886,31.240620,121.428563,334800,3,0.021175
BS_1887,31.240661,121.512436,287220,20,0.018166
BS_1888,31.240686,121.480699,4567980,161,0.288908
BS_1889,31.240806,121.481992,868860,96,0.054952
BS_1890,31.240837,121.409164,808380,75,0.051127
BS_1891,31.240865,121.426827,321120,17,0.020310
BS_1892,31.240869,121.481603,7897200,613,0.499469
BS_1893,31.240874,121.518086,9962520,453,0.630093
BS_1894,31.240905,121.489425,70200,12,0.004440
BS_1895,31.240977,121.494087,26160,3,0.001655
BS_1896,31.240979,121.677316,8100,1,0.000512
BS_1897,31.241014,121.485290,13837740,729,0.875186
BS_1898,31.241036,121.374063,10594080,193,0.670036
BS_1899,31.241054,121.449606,568920,106,0.035982
BS_1900,31.241084,121.467265,249420,6,0.015775
BS_1901,31.241131,121.487911,97080,10,0.006140
BS_1902,31.241184,121.516051,47100,8,0.002979
BS_1903,31.241188,121.483341,443640,71,0.028059
BS_1904,31.241223,121.458910,621480,11,0.039306
BS_1905,31.241233,121.484727,39300,7,0.002486
BS_1906,31.241234,121.460559,59340,5,0.003753
BS_1907,31.241242,121.517216,5402760,13,0.341705
BS_1908,31.241274,121.362720,13969380,177,0.883512
BS_1909,31.241362,121.395822,9986280,282,0.631595
BS_1910,31.241369,121.458067,54660,7,0.003457
BS_1911,31.241430,121.475172,12452880,377,0.787599
BS_1912,31.241577,121.485099,60240,15,0.003810
BS_1913,31.241594,121.485260,14940,4,0.000945
BS_1914,31.241604,121.491093,4800,2,0.000304
BS_1915,31.241674,121.485882,49140,19,0.003108
BS_1916,31.241675,121.441049,113400,9,0.007172
BS_1917,31.241739,121.537288,497100,78,0.031440
BS_1918,31.241762,121.504970,14602800,714,0.923573
BS_1919,31.241765,121.496726,462240,2,0.029235
BS_1920,31.241880,121.487961,31680,9,0.002004
BS_1921,31.241900,121.506952,186840,22,0.011817
BS_1922,31.242039,121.687875,5680320,188,0.359259
BS_1923,31.242078,121.331128,6156060,166,0.389348
BS_1924,31.242082,121.522779,124920,12,0.007901
BS_1925,31.242132,121.488632,418020,57,0.026438
BS_1926,31.242152,121.609858,261600,67,0.016545
BS_1927,31.242157,121.568785,10328100,258,0.653214
BS_1928,31.242208,121.509707,158820,18,0.010045
BS_1929,31.242261,121.507912,5454240,148,0.344961
BS_1930,31.242283,121.504967,144540,28,0.009142
BS_1931,31.242296,121.490613,55020,12,0.003480
BS_1932,31.242324,121.221984,89580,6,0.005666
BS_1933,31.242355,121.490982,280620,47,0.017748
BS_1934,31.242363,121.480168,143940,22,0.009104
BS_1935,31.242365,121.503571,9295800,820,0.587925
BS_1936,31.242512,121.481432,127740,6,0.008079
BS_1937,31.242514,121.493696,6426480,482,0.406451
BS_1938,31.242560,121.490511,650520,144,0.041143
BS_1939,31.242584,121.449606,3044640,132,0.192562
BS_1940,31.242608,121.419862,55140,3,0.003487
BS_1941,31.242627,121.730079,15122460,123,0.956440
BS_1942,31.242706,121.496880,126600,28,0.008007
BS_1943,31.242744,121.425797,24180,4,0.001529
BS_1944,31.242808,121.420927,11098860,403,0.701962
BS_1945,31.242837,121.455083,1828380,137,0.115638
BS_1946,31.242841,121.391309,5172540,343,0.327144
BS_1947,31.242864,121.426322,149340,14,0.009445
BS_1948,31.242867,121.490229,2456520,443,0.155366
BS_1949,31.242893,121.465382,7753860,538,0.490403
BS_1950,31.242948,121.608734,5348760,149,0.338289
BS_1951,31.242967,121.510480,4073820,34,0.257654
BS_1952,31.242991,121.515376,12985200,107,0.821266
BS_1953,31.243013,121.416207,14500200,117,0.917084
BS_1954,31.243039,121.478897,308820,2,0.019532
BS_1955,31.243061,121.517168,156720,9,0.009912
BS_1956,31.243189,121.515482,74100,10,0.004687
BS_1957,31.243213,121.504331,884880,2,0.055965
BS_1958,31.243266,121.443875,224160,17,0.014177
BS_1959,31.243292,121.518833,770580,43,0.048736
BS_1960,31.243338,121.253922,5024160,158,0.317760
BS_1961,31.243446,121.675041,4914960,106,0.310853
BS_1962,31.243463,121.490700,505500,44,0.031971
BS_1963,31.243532,121.330166,1193160,20,0.075463
BS_1964,31.243689,121.515122,179340,4,0.011343
BS_1965,31.243709,121.197504,1949280,59,0.123285
BS_1966,31.243738,121.475784,69480,2,0.004394
BS_1967,31.243738,121.486223,2868240,191,0.181406
BS_1968,31.243869,121.440506,67980,6,0.004299
BS_1969,31.243917,121.496829,2640,4,0.000167
BS_1970,31.243974,121.555758,495540,31,0.031341
BS_1971,31.244007,121.482838,21240,4,0.001343
BS_1972,31.244102,121.437744,10782060,186,0.681925
BS_1973,31.244229,121.475231,4331580,201,0.273956
BS_1974,31.244249,121.675329,361260,34,0.022848
BS_1975,31.244292,121.495265,4596780,578,0.290729
BS_1976,31.244438,121.531412,137520,10,0.008698
BS_1977,31.244479,121.429372,1006080,54,0.063631
BS_1978,31.244480,121.370620,15965340,334,1.009749
BS_1979,31.244530,121.518623,34620,4,0.002190
BS_1980,31.244555,121.509900,9624480,341,0.608713
BS_1981,31.244559,121.724977,7725120,53,0.488585
BS_1982,31.244568,121.441817,450060,105,0.028465
BS_1983,31.244604,121.516060,125340,8,0.007927
BS_1984,31.244701,121.514543,3102540,6,0.196224
BS_1985,31.244780,121.505751,355740,69,0.022499
BS_1986,31.244859,121.489305,4130400,302,0.261233
BS_1987,31.244865,121.549508,167820,8,0.010614
BS_1988,31.244931,121.508320,4374180,12,0.276651
BS_1989,31.245005,121.517227,576060,8,0.036434
BS_1990,31.245183,121.484965,1587540,22,0.100406
BS_1991,31.245215,121.601813,67080,11,0.004243
BS_1992,31.245242,121.479617,3572820,135,0.225968
BS_1993,31.245393,121.705496,5958480,91,0.376852
BS_1994,31.245488,121.513767,1195620,9,0.075619
BS_1995,31.245524,121.496417,8220,5,0.000520
BS_1996,31.245569,121.515600,137760,14,0.008713
BS_1997,31.245624,121.522839,11823900,330,0.747818
BS_1998,31.245663,121.449725,7026060,278,0.444372
BS_1999,31.245814,121.411472,4530960,200,0.286566
BS_2000,31.245830,121.392643,1485000,22,0.093921
BS_2001,31.245938,121.422548,110340,5,0.006979
BS_2002,31.245950,121.403327,73920,16,0.004675
BS_2003,31.246038,121.531441,319680,17,0.020219
BS_2004,31.246059,121.362706,7608420,326,0.481204
BS_2005,31.246097,121.399280,6870360,194,0.434525
BS_2006,31.246106,121.443663,13151700,365,0.831796
BS_2007,31.246109,121.496577,95580,26,0.006045
BS_2008,31.246151,121.472744,10800,1,0.000683
BS_2009,31.246176,121.494923,102600,18,0.006489
BS_2010,31.246212,121.535900,31740,4,0.002007
BS_2011,31.246271,121.425156,55980,7,0.003541
BS_2012,31.246345,121.453710,7490220,192,0.473729
BS_2013,31.246371,121.513215,1988280,5,0.125751
BS_2014,31.246387,121.458214,2488620,121,0.157396
BS_2015,31.246410,121.548541,4978200,147,0.314853
BS_2016,31.246433,121.443184,280560,15,0.017744
BS_2017,31.246512,121.514772,1638180,8,0.103609
BS_2018,31.246527,121.534982,19584300,216,1.238635
BS_2019,31.246573,121.495702,176520,12,0.011164
BS_2020,31.246573,121.509144,647820,83,0.040972
BS_2021,31.246672,121.527778,47640,5,0.003013
BS_2022,31.246720,121.386450,15960,3,0.001009
BS_2023,31.246782,121.528695,48240,2,0.003051
BS_2024,31.246871,121.409978,114900,23,0.007267
BS_2025,31.246935,121.494060,49260,6,0.003116
BS_2026,31.246946,121.513919,409920,13,0.025926
BS_2027,31.247009,121.479420,2725320,217,0.172366
BS_2028,31.247026,121.448423,31320,7,0.001981
BS_2029,31.247080,121.419525,11430060,336,0.722909
BS_2030,31.247155,121.231120,17307240,167,1.094619
BS_2031,31.247178,121.538466,38100,6,0.002410
BS_2032,31.247519,121.322265,33413760,341,2.113297
BS_2033,31.247569,121.415750,4258380,114,0.269327
BS_2034,31.247628,121.510061,763020,8,0.048258
BS_2035,31.247688,121.528106,2295000,124,0.145150
BS_2036,31.247703,121.536476,52140,6,0.003298
BS_2037,31.247886,121.391323,73380,14,0.004641
BS_2038,31.247955,121.495452,751740,139,0.047545
BS_2039,31.247971,121.513421,2901480,12,0.183508
BS_2040,31.248101,121.495385,48840,3,0.003089
BS_2041,31.248117,121.466399,227160,17,0.014367
BS_2042,31.248135,121.539233,232440,7,0.014701
BS_2043,31.248146,121.441241,4597860,109,0.290798
BS_2044,31.248195,121.490929,5751420,109,0.363756
BS_2045,31.248220,121.296297,12942300,137,0.818553
BS_2046,31.248296,121.492384,3360,2,0.000213
BS_2047,31.248325,121.158122,1083360,64,0.068519
BS_2048,31.248429,121.463698,734760,158,0.046471
BS_2049,31.248482,121.539580,11691840,259,0.739466
BS_2050,31.248587,121.277434,20761260,143,1.313073
BS_2051,31.248657,121.537875,1202580,3,0.076059
BS_2052,31.248715,121.481228,982680,171,0.062151
BS_2053,31.248836,121.463246,730860,16,0.046224
BS_2054,31.248866,121.478438,28200,6,0.001784
BS_2055,31.248969,121.473078,26880,4,0.001700
BS_2056,31.249067,121.543826,19680,2,0.001245
BS_2057,31.249162,121.487899,6291720,350,0.397928
BS_2058,31.249226,121.448568,1576500,13,0.099708
BS_2059,31.249356,121.410275,80580,10,0.005096
BS_2060,31.249708,121.429775,5700,4,0.000361
BS_2061,31.249796,121.582523,291840,63,0.018458
BS_2062,31.249810,121.497427,16500,4,0.001044
BS_2063,31.249854,121.497793,31680,3,0.002004
BS_2064,31.249918,121.478460,692700,73,0.043811
BS_2065,31.249972,121.422237,139920,5,0.008849
BS_2066,31.250030,121.406481,47160,9,0.002983
BS_2067,31.250070,121.546845,6873240,221,0.434707
BS_2068,31.250112,121.449922,128400,2,0.008121
BS_2069,31.250145,121.450312,51900,7,0.003282
BS_2070,31.250271,121.406561,12781140,274,0.808360
BS_2071,31.250332,121.594504,15327780,250,0.969425
BS_2072,31.250339,121.440196,3555960,201,0.224901
BS_2073,31.250363,121.465343,25620,2,0.001620
BS_2074,31.250370,121.488549,5904060,250,0.373410
BS_2075,31.250428,121.460956,312660,13,0.019775
BS_2076,31.250629,121.598677,9360,2,0.000592
BS_2077,31.250674,121.472820,14702220,468,0.929861
BS_2078,31.250734,121.487731,1526460,46,0.096543
BS_2079,31.250767,121.458177,3315180,23,0.209673
BS_2080,31.250790,121.489330,1345620,73,0.085105
BS_2081,31.250814,121.449225,127140,5,0.008041
BS_2082,31.250826,121.578689,5868540,153,0.371163
BS_2083,31.250978,121.446390,350100,12,0.022143
BS_2084,31.250986,121.460075,3724620,13,0.235568
BS_2085,31.251005,121.418683,319200,3,0.020188
BS_2086,31.251094,121.416046,120060,7,0.007593
BS_2087,31.251161,121.489743,656160,49,0.041500
BS_2088,31.251211,121.491022,73320,2,0.004637
BS_2089,31.251239,121.428578,18121080,340,1.146091
BS_2090,31.251313,121.488307,293400,47,0.018556
BS_2091,31.251358,121.485526,6287700,202,0.397674
BS_2092,31.251420,121.449186,403680,25,0.025531
BS_2093,31.251584,121.491700,10273020,327,0.649731
BS_2094,31.251614,121.464007,377520,62,0.023877
BS_2095,31.251619,121.486701,26580,10,0.001681
BS_2096,31.251746,121.488779,496800,36,0.031421
BS_2097,31.251883,121.418603,6452100,349,0.408071
BS_2098,31.251894,121.464026,6217800,460,0.393253
BS_2099,31.251986,121.456773,2759460,37,0.174526
BS_2100,31.252105,121.563980,15846300,316,1.002220
BS_2101,31.252241,121.570940,7125480,144,0.450660
BS_2102,31.252264,121.382690,28724580,315,1.816724
BS_2103,31.252347,121.459317,569700,13,0.036031
BS_2104,31.252404,121.435035,21113580,403,1.335356
BS_2105,31.252451,121.448382,6180,1,0.000391
BS_2106,31.252485,121.549613,1689600,43,0.106861
BS_2107,31.252495,121.390194,2805960,169,0.177467
BS_2108,31.252588,121.463263,355260,39,0.022469
BS_2109,31.252597,121.502424,34620,2,0.002190
BS_2110,31.252601,121.464869,5760,2,0.000364
BS_2111,31.252611,121.599798,4980,1,0.000315
BS_2112,31.252686,121.491508,65580,2,0.004148
BS_2113,31.252877,121.148181,3869760,100,0.244748
BS_2114,31.252974,121.502684,1185780,175,0.074996
BS_2115,31.253160,121.459116,62160,6,0.003931
BS_2116,31.253206,121.459958,1049400,15,0.066371
BS_2117,31.253346,121.448039,11923680,394,0.754129
BS_2118,31.253373,121.458187,34620,5,0.002190
BS_2119,31.253394,121.389864,8332560,330,0.527004
BS_2120,31.253405,121.091261,1891860,30,0.119653
BS_2121,31.253467,121.447489,74640,8,0.004721
BS_2122,31.253601,121.478200,7148400,229,0.452110
BS_2123,31.253657,121.443859,3757560,114,0.237652
BS_2124,31.253720,121.437778,1050180,146,0.066420
BS_2125,31.253808,121.483756,548100,84,0.034665
BS_2126,31.253930,121.455087,8545860,228,0.540494
BS_2127,31.254042,121.464758,8480280,725,0.536346
BS_2128,31.254111,121.408424,10243140,224,0.647841
BS_2129,31.254124,121.605142,7276980,141,0.460242
BS_2130,31.254166,121.224476,8563620,236,0.541617
BS_2131,31.254230,121.461072,1121520,270,0.070932
BS_2132,31.254308,121.459288,11307960,626,0.715187
BS_2133,31.254534,121.347720,6816960,297,0.431148
BS_2134,31.254617,121.493846,42960,11,0.002717
BS_2135,31.254643,121.569349,360660,68,0.022810
